year,geo_code,county,total_households,households_100k_to_149999k,households_150k_to_199999k,households_200k_or_more,percent_wealthy_households,total_wealthy_households
2022,0500000US16019,"Bonneville County, Idaho",42402,0.18,0.08,0.08,0.33,14120
2022,0500000US16021,"Boundary County, Idaho",4710,0.13,0.04,0.03,0.2,951
2022,0500000US16023,"Butte County, Idaho",1024,0.1,0.04,0.02,0.15,158
2022,0500000US16025,"Camas County, Idaho",323,0.15,0.03,0.12,0.3,98
2022,0500000US16027,"Canyon County, Idaho",79728,0.18,0.06,0.04,0.28,22643
2022,0500000US16029,"Caribou County, Idaho",2527,0.21,0.06,0.02,0.3,758
2022,0500000US16031,"Cassia County, Idaho",8180,0.15,0.06,0.05,0.26,2110
2022,0500000US16033,"Clark County, Idaho",258,0.04,0.07,0,0.11,29
2022,0500000US16035,"Clearwater County, Idaho",3511,0.13,0.04,0.03,0.19,671
2022,0500000US16037,"Custer County, Idaho",1808,0.12,0.05,0.02,0.2,353
